Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
3992|5007709|510|84073299|17|ES|N||2025-10-21 16:18:01|
3992|5006990|510|39269099|3|ES|N||2025-10-02 16:34:04|
3992|5006414|510|73181599|14|UM|O||2025-10-10 17:38:03|
3992|5006664|510|84833004|27|ES|N||2025-10-10 16:27:03|
3992|5007284|510|85176217|18|EN|U|NOM-016-SCFI-1993|2025-10-10 18:39:01|
3992|5006941|510|73181599|11|UM|O||2025-10-10 17:49:03|
3992|5007163|510|40114001|2|EN|X|NOM-050-SCFI-2004|2025-10-02 16:12:02|
3992|5007684|510|70091099|6|UM|O||2025-10-21 16:19:02|
3992|5007281|510|90318099|18|ES|N||2025-10-13 11:49:01|
3992|5007951|510|73181599|9|ES|N||2025-10-31 18:16:02|
3992|5007466|510|85113005|17|EN|E|NOM-024-SCFI-2013|2025-10-21 16:17:04|
3992|5007269|510|70091099|7|ES|N||2025-10-15 15:33:04|
3992|5007369|510|90318099|34|UM|O||2025-10-16 19:47:09|
3992|5007699|510|70091099|7|ES|N||2025-10-21 15:49:01|
3992|5007869|510|49089099|5|EN|X|NOM-050-SCFI-2004|2025-10-29 16:54:00|
3992|5006872|510|84831008|35|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:05|
3992|5007721|510|85071099|17|EN|X|NOM-024-SCFI-2013|2025-10-21 14:05:01|
3992|5006868|510|40114001|2|UM|O||2025-10-02 17:09:04|
3992|5006939|510|85044017|23|ES|N||2025-10-10 18:26:01|
3992|5007290|510|39269099|5|ES|N||2025-10-10 17:49:01|
3992|5007110|510|85113005|19|ES|N||2025-10-10 16:21:03|
3992|5006623|510|85364199|31|EN|X|NOM-024-SCFI-2013|2025-10-10 17:49:02|
3992|5007155|510|85122099|24|EN|X|NOM-024-SCFI-2013|2025-10-02 15:10:02|
3992|5007711|510|39269099|2|UM|O||2025-10-21 16:18:03|
3992|5006414|510|84099199|22|ES|N||2025-10-10 17:38:03|
3992|5007867|510|48211001|7|UM|O||2025-10-29 15:08:02|
3992|5007709|510|85118001|26|ES|N||2025-10-21 16:18:01|
3992|5007264|510|70091099|8|ES|N||2025-10-16 19:47:06|
3992|5007328|510|85365099|20|ES|N||2025-10-15 13:54:00|
3992|5007703|510|85176217|27|EN|U|NOM-221-SCFI-2017|2025-10-21 16:00:13|
3992|5007805|510|85364199|44|UM|O||2025-10-30 17:57:00|
3992|5006625|510|73269099|14|ES|N||2025-10-10 17:49:03|
3992|5007698|510|85176217|27|ES|N||2025-10-21 15:49:00|
3992|5007152|510|83012002|13|UM|O||2025-10-02 15:10:01|
3992|5007190|510|84073299|15|ES|N||2025-10-10 17:02:00|
3992|5006673|510|84833004|27|UM|O||2025-10-10 16:27:02|
3992|5007286|510|49089099|3|EN|X|NOM-050-SCFI-2004|2025-10-10 18:39:02|
3992|5007190|510|84213199|17|EN|X|NOM-050-SCFI-2004|2025-10-10 17:02:00|
3992|5007140|510|85118001|17|ES|N||2025-10-02 15:12:04|
3992|5007705|510|83012002|16|ES|N||2025-10-21 16:17:01|
3992|5006626|510|85176217|30|EN|U|NOM-016-SCFI-1993|2025-10-10 17:49:04|
3992|5007863|510|73181606|14|UM|O||2025-10-29 15:08:02|
3992|5007466|510|85118001|18|UM|O||2025-10-21 16:17:04|
3992|5007357|510|84831008|18|UM|O||2025-10-16 19:46:01|
3992|5007266|510|84831008|22|ES|N||2025-10-16 19:47:07|
3992|5007717|510|85123099|20|UM|O||2025-10-21 16:18:06|
3992|5007887|510|90292006|25|ES|N||2025-10-29 20:28:01|
3992|5006413|510|84213199|24|PS|XVb||2025-10-10 17:38:02|
3992|5007465|510|85122001|25|EN|X|NOM-024-SCFI-2013|2025-10-21 16:17:03|
3992|5006991|510|84073299|18|UM|O||2025-10-02 16:34:04|
3992|5007190|510|39269099|3|XP|S1|U|2025-10-10 17:02:00|
3992|5006675|510|73181599|15|EC|1||2025-10-10 16:27:02|
3992|5007110|510|84842001|16|ES|N||2025-10-10 16:21:03|
3992|5007292|510|85176217|38|EN|U|NOM-016-SCFI-1993|2025-10-10 17:49:02|
3992|5007142|510|85118001|17|EN|X|NOM-024-SCFI-2013|2025-10-02 15:12:04|
3992|5007752|510|85044017|23|ES|N||2025-10-22 17:10:01|
3992|5007281|510|90292006|17|ES|N||2025-10-13 11:49:01|
3992|5007887|510|84821099|7|UM|O||2025-10-29 20:28:01|
3992|5007698|510|40169304|3|ES|N||2025-10-21 15:49:00|
3992|5007420|510|84818099|13|ES|N||2025-10-16 18:31:04|
3992|5007260|510|85176217|31|EN|X|NOM-208-SCFI-2016|2025-10-16 20:19:01|
3992|5007442|510|83012002|8|UM|O||2025-10-17 13:31:04|
3992|5007805|510|40094203|1|EN|U|NOM-209-SCFI-2017|2025-10-30 17:57:00|
3992|5006413|510|85176217|35|EN|U|NOM-196-SCFI-2016|2025-10-10 17:38:02|
3992|5007721|510|85443099|24|UM|O||2025-10-21 14:05:01|
3992|5006986|510|49119999|10|EN|X|NOM-050-SCFI-2004|2025-10-02 16:34:02|
3992|5007284|510|83012002|6|EN|U|NOM-050-SCFI-2004|2025-10-10 18:39:01|
3992|5007201|510|90292006|31|EN|U|NOM-024-SCFI-2013|2025-10-10 16:23:01|
3992|5006678|510|85071099|29|EN|X|NOM-024-SCFI-2013|2025-10-13 14:44:01|
3992|5007284|510|84831008|12|EN|X|NOM-050-SCFI-2004|2025-10-10 18:39:01|
3992|5006989|510|40114001|4|UM|O||2025-10-02 16:34:03|
3992|5007717|510|85113005|16|ES|N||2025-10-21 16:18:06|
3992|5007337|510|84821099|30|EN|X|NOM-050-SCFI-2004|2025-10-13 18:20:01|
3992|5007876|510|70091099|6|EN|U|NOM-024-SCFI-2013|2025-10-29 16:02:02|
3992|5007468|510|40169901|3|ES|N||2025-10-21 16:17:05|
3992|5007420|510|84099199|11|UM|O||2025-10-16 18:31:04|
3992|5007358|510|85392999|29|UM|O||2025-10-16 19:46:01|
3992|5007348|510|39269099|2|UM|O||2025-10-17 12:02:03|
3992|5007897|510|85176217|19|EN|U|NOM-019-SCFI-1998|2025-10-29 20:28:02|
3992|5006414|510|84821099|26|UM|O||2025-10-10 17:38:03|
3992|5007707|510|84821099|21|UM|O||2025-10-21 16:17:02|
3992|5006986|510|39269099|3|EN|U|NOM-002-CONAGUA-2021|2025-10-02 16:34:02|
3992|5007299|510|73269099|11|XP|T9|U|2025-10-10 19:21:01|
3992|5006667|510|85365099|37|EN|X|NOM-024-SCFI-2013|2025-10-10 16:27:01|
3992|5006413|510|85176217|35|UM|O||2025-10-10 17:38:02|
3992|5007281|510|82060001|7|ES|N||2025-10-13 11:49:01|
3992|5007122|510|85365099|23|EN|U|NOM-003-SCFI-2014|2025-10-02 16:04:04|
3992|5007704|510|85123099|29|EN|X|NOM-024-SCFI-2013|2025-10-21 16:17:00|
3992|5007299|510|73181599|12|UM|O||2025-10-10 19:21:01|
3992|5007870|510|39269099|1|EN|U|NOM-002-CONAGUA-2021|2025-10-29 16:54:01|
3992|5007703|510|73181606|11|UM|O||2025-10-21 16:00:13|
3992|5007404|510|84212301|11|EN|X|NOM-050-SCFI-2004|2025-10-16 19:48:08|
3992|5007217|510|85118001|22|UM|O||2025-10-16 19:47:03|
3992|5007464|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-21 16:17:03|
3992|5007950|510|73182291|14|UM|O||2025-10-31 18:16:02|
3992|5007202|510|84213199|14|ES|N||2025-10-13 11:11:01|
3992|5007470|510|85176217|16|UM|O||2025-10-21 16:17:05|
3992|5007018|510|85365099|29|EN|U|NOM-003-SCFI-2014|2025-10-02 17:09:01|
3992|5007279|510|85443099|28|UM|O||2025-10-10 17:58:01|
3992|5007288|510|73269099|23|ES|N||2025-10-10 17:49:00|
3992|5007117|510|70091099|4|EN|X|NOM-050-SCFI-2004|2025-10-10 16:21:02|
3992|5007202|510|85365099|26|EN|U|NOM-003-SCFI-2014|2025-10-13 11:11:01|
3992|5007154|510|39233002|2|EN|X|NOM-050-SCFI-2004|2025-10-02 15:10:02|
3992|5007707|510|73181599|11|UM|O||2025-10-21 16:17:02|
3992|5007190|510|85365099|29|EN|U|NOM-003-SCFI-2014|2025-10-10 17:02:00|
3992|5007950|510|40114001|4|ES|N||2025-10-31 18:16:02|
3992|5007713|510|40114001|3|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:04|
3992|5007246|510|85365099|44|ES|N||2025-10-15 16:16:01|
3992|5007262|510|73181599|11|EC|1||2025-10-16 19:47:05|
3992|5007465|510|85044017|19|ES|N||2025-10-21 16:17:03|
3992|5007000|510|84831008|18|EN|X|NOM-050-SCFI-2004|2025-10-09 15:58:02|
3992|5006675|510|90292006|44|EN|X|NOM-050-SCFI-2004|2025-10-10 16:27:02|
3992|5007005|510|40114001|2|UM|O||2025-10-22 15:24:02|
3992|5006868|510|90318099|35|XP|D1|U|2025-10-02 17:09:04|
3992|5007288|510|85176217|38|EN|X|NOM-024-SCFI-2013|2025-10-10 17:49:00|
3992|5006942|510|39269099|2|XP|A1|U|2025-10-10 17:49:04|
3992|5007294|510|39269099|4|UM|O||2025-10-10 19:18:01|
3992|5007115|510|85123099|23|ES|N||2025-10-10 16:21:01|
3992|5006987|510|40169304|5|UM|O||2025-10-02 16:34:02|
3992|5007721|510|85176217|21|EN|U|NOM-001-SCFI-2018|2025-10-21 14:05:01|
3992|5007284|510|85364199|19|ES|N||2025-10-10 18:39:01|
3992|5007290|510|85176217|38|EN|X|NOM-208-SCFI-2016|2025-10-10 17:49:01|
3992|5007465|510|85365099|33|EN|X|NOM-024-SCFI-2013|2025-10-21 16:17:03|
3992|5007268|510|85071099|20|ES|N||2025-10-15 15:33:04|
3992|5007246|510|73181606|19|UM|O||2025-10-15 16:16:01|
3992|5007698|510|85365099|29|ES|N||2025-10-21 15:49:00|
3992|5007280|510|84099199|8|UM|O||2025-10-10 18:07:01|
3992|5006664|510|73181606|16|EN|X|NOM-050-SCFI-2004|2025-10-10 16:27:03|
3992|5007718|510|70091099|5|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:06|
3992|5007018|510|73181606|11|EN|X|NOM-050-SCFI-2004|2025-10-02 17:09:01|
3992|5006942|510|85122001|30|EN|X|NOM-024-SCFI-2013|2025-10-10 17:49:04|
3992|5006413|510|82060001|19|UM|O||2025-10-10 17:38:02|
3992|5006942|510|85122001|27|ES|N||2025-10-10 17:49:04|
3992|5007207|510|85365099|23|EN|U|NOM-003-SCFI-2014|2025-10-10 16:23:02|
3992|5007154|510|40114001|4|ES|N||2025-10-02 15:10:02|
3992|5007718|510|85176217|21|ES|N||2025-10-21 16:18:06|
3992|5006678|510|85176217|35|EN|U|NOM-019-SCFI-1998|2025-10-13 14:44:01|
3992|5006626|510|85123099|28|ES|N||2025-10-10 17:49:04|
3992|5007707|510|39269099|2|EN|U|NOM-002-CONAGUA-2021|2025-10-21 16:17:02|
3992|5007331|510|90292006|26|EN|U|NOM-024-SCFI-2013|2025-10-15 13:55:03|
3992|5006748|510|85176217|27|EN|X|NOM-024-SCFI-2013|2025-10-16 15:07:04|
3992|5007304|510|73181599|8|UM|O||2025-10-17 12:02:03|
3992|5007291|510|39269099|4|XP|S1|U|2025-10-10 17:49:02|
3992|5007291|510|32091002|1|EN|X|NOM-003-SSA1-2006|2025-10-10 17:49:02|
3992|5007682|510|73181599|8|EC|1||2025-10-21 16:19:02|
3992|5006987|510|90292006|38|EN|U|NOM-024-SCFI-2013|2025-10-02 16:34:02|
3992|5006872|510|40169304|3|ES|N||2025-10-10 17:49:05|
3992|5007202|510|85071099|17|UM|O||2025-10-13 11:11:01|
3992|5007257|510|49089099|9|ES|N||2025-10-14 14:47:03|
3992|5007207|510|70091099|5|EN|U|NOM-024-SCFI-2013|2025-10-10 16:23:02|
3992|5007164|510|84099199|11|UM|O||2025-10-02 16:12:03|
3992|5007698|510|85365099|29|EN|U|NOM-003-SCFI-2014|2025-10-21 15:49:00|
3992|5006678|510|70091099|12|UM|O||2025-10-13 14:44:01|
3992|5006942|510|40114001|4|UM|O||2025-10-10 17:49:04|
3992|5007002|510|85123099|26|EN|X|NOM-024-SCFI-2013|2025-10-22 15:24:01|
3992|5007328|510|39269099|2|XP|S1|U|2025-10-15 13:54:00|
3992|5007395|510|85123099|19|UM|O||2025-10-16 19:48:04|
3992|5007710|510|84213199|19|ES|N||2025-10-21 16:18:02|
3992|5007284|510|39269099|1|XP|S3|U|2025-10-10 18:39:01|
3992|5007290|510|39269099|4|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:01|
3992|5007717|510|85176217|21|ES|N||2025-10-21 16:18:06|
3992|5007022|510|73181599|9|ES|N||2025-10-02 17:09:03|
3992|5007116|510|85044017|17|ES|N||2025-10-10 16:21:02|
3992|5006413|510|73269099|18|ES|N||2025-10-10 17:38:02|
3992|5007291|510|39269099|4|XP|A1|U|2025-10-10 17:49:02|
3992|5007299|510|85123099|28|EN|X|NOM-024-SCFI-2013|2025-10-10 19:21:01|
3992|5007021|510|85071099|21|UM|O||2025-10-02 17:09:02|
3992|5007474|510|70091099|4|ES|N||2025-10-21 16:18:08|
3992|5006675|510|83012002|20|EN|U|NOM-050-SCFI-2004|2025-10-10 16:27:02|
3992|5006664|510|85365099|37|EN|X|NOM-024-SCFI-2013|2025-10-10 16:27:03|
3992|5007202|510|84099199|13|UM|O||2025-10-13 11:11:01|
3992|5007423|510|84842001|16|UM|O||2025-10-16 18:31:05|
3992|5007265|510|70091099|8|EN|U|NOM-024-SCFI-2013|2025-10-16 19:47:06|
3992|5007299|510|49089099|8|UM|O||2025-10-10 19:21:01|
3992|5007209|510|85123099|26|EN|X|NOM-024-SCFI-2013|2025-10-09 18:14:01|
3992|5006664|510|85122099|33|EN|X|NOM-024-SCFI-2013|2025-10-10 16:27:03|
3992|5007713|510|83012002|9|EN|U|NOM-050-SCFI-2004|2025-10-21 16:18:04|
3992|5007164|510|90292006|32|UM|O||2025-10-02 16:12:03|
3992|5007291|510|39269099|3|EN|U|NOM-002-CONAGUA-2021|2025-10-10 17:49:02|
3992|5007284|510|85365099|20|UM|O||2025-10-10 18:39:01|
3992|5007291|510|73181606|18|UM|O||2025-10-10 17:49:02|
3992|5007289|510|85122001|36|EN|X|NOM-024-SCFI-2013|2025-10-10 17:49:01|
3992|5007161|510|40114001|2|UM|O||2025-10-02 16:12:03|
3992|5007464|510|85122001|25|EN|X|NOM-024-SCFI-2013|2025-10-21 16:17:03|
3992|5006664|510|85176217|35|UM|O||2025-10-10 16:27:03|
3992|5006942|510|70091099|10|EN|U|NOM-024-SCFI-2013|2025-10-10 17:49:04|
3992|5006664|510|39269099|4|EN|U|NOM-002-CONAGUA-2021|2025-10-10 16:27:03|
3992|5007387|510|84831008|32|ES|N||2025-10-16 19:48:01|
3992|5007367|510|73181599|8|UM|O||2025-10-16 19:47:09|
3992|5006664|510|40169304|6|ES|N||2025-10-10 16:27:03|
3992|5006675|510|84099199|23|UM|O||2025-10-10 16:27:02|
3992|5007294|510|83100099|16|ES|N||2025-10-10 19:18:01|
3992|5007682|510|85113005|21|ES|N||2025-10-21 16:19:02|
3992|5006994|510|73181599|13|EC|1||2025-10-02 16:34:05|
3992|5007116|510|84831008|14|EN|X|NOM-050-SCFI-2004|2025-10-10 16:21:02|
3992|5007114|510|84842001|16|UM|O||2025-10-10 16:21:04|
3992|5007289|510|85176217|38|ES|N||2025-10-10 17:49:01|
3992|5007112|510|39269099|33|XP|S3|U|2025-10-10 16:21:03|
3992|5007156|510|90318099|34|UM|O||2025-10-02 15:10:03|
3992|5007718|510|84073299|10|ES|N||2025-10-21 16:18:06|
3992|5007191|510|39233002|2|EN|X|NOM-050-SCFI-2004|2025-10-10 17:02:01|
3992|5006664|510|39269099|4|XP|S1|U|2025-10-10 16:27:03|
3992|5006413|510|85443099|38|UM|O||2025-10-10 17:38:02|
3992|5007418|510|90292006|31|ES|N||2025-10-16 18:31:03|
3992|5007246|510|85113005|36|UM|O||2025-10-15 16:16:01|
3992|5007299|510|84831008|32|EN|X|NOM-050-SCFI-2004|2025-10-10 19:21:01|
3992|5006999|510|85071099|20|PS|XVb||2025-10-09 15:58:01|
3992|5007294|510|85123099|30|EN|X|NOM-024-SCFI-2013|2025-10-10 19:18:01|
3992|5007682|510|85364199|28|UM|O||2025-10-21 16:19:02|
3992|5007137|510|85122099|20|UM|O||2025-10-02 15:12:03|
3992|5007203|510|70091099|5|ES|N||2025-10-13 11:11:01|
3992|5006625|510|85129007|29|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:03|
3992|5007286|510|70091099|4|EN|X|NOM-050-SCFI-2004|2025-10-10 18:39:02|
3992|5006413|510|73269099|46|XP|T1|U|2025-10-10 17:38:02|
3992|5006993|510|85443099|34|EN|E|NOM-024-SCFI-2013|2025-10-02 16:34:05|
3992|5007682|510|70091099|6|ES|N||2025-10-21 16:19:02|
3992|5007338|510|84213199|16|EN|X|NOM-050-SCFI-2004|2025-10-13 18:32:00|
3992|5007176|510|85071099|14|EN|X|NOM-024-SCFI-2013|2025-10-09 13:34:03|
3992|5007337|510|83012002|14|EN|U|NOM-050-SCFI-2004|2025-10-13 18:20:01|
3992|5007374|510|85365099|13|ES|N||2025-10-16 21:42:00|
3992|5007216|510|84073299|13|UM|O||2025-10-16 19:47:02|
3992|5007115|510|85443099|27|EN|E|NOM-024-SCFI-2013|2025-10-10 16:21:01|
3992|5006943|510|85365099|34|UM|O||2025-10-10 17:49:05|
3992|5006623|510|39269099|3|UM|O||2025-10-10 17:49:02|
3992|5007703|510|85122001|25|ES|N||2025-10-21 16:00:13|
3992|5006993|510|39269099|3|XP|S3|U|2025-10-02 16:34:05|
3992|5007288|510|39269099|5|XP|A1|U|2025-10-10 17:49:00|
3992|5006667|510|84213199|24|EN|X|NOM-050-SCFI-2004|2025-10-10 16:27:01|
3992|5007289|510|90292006|30|UM|O||2025-10-10 17:49:01|
3992|5007114|510|85123099|23|EN|X|NOM-024-SCFI-2013|2025-10-10 16:21:04|
3992|5007162|510|85123099|21|UM|O||2025-10-02 16:12:02|
3992|5007682|510|73181599|8|UM|O||2025-10-21 16:19:02|
3992|5007292|510|85176217|38|EN|U|NOM-019-SCFI-1998|2025-10-10 17:49:02|
3992|5007176|510|40094203|2|EN|U|NOM-209-SCFI-2017|2025-10-09 13:34:03|
3992|5007284|510|40114001|2|ES|N||2025-10-10 18:39:01|
3992|5007216|510|85071099|20|PS|XVb||2025-10-16 19:47:02|
3992|5007260|510|39269099|2|UM|O||2025-10-16 20:19:01|
3992|5006678|510|85443099|38|EN|E|NOM-024-SCFI-2013|2025-10-13 14:44:01|
3992|5007206|510|84831008|19|ES|N||2025-10-09 18:14:00|
3992|5007292|510|84831008|31|UM|O||2025-10-10 17:49:02|
3992|5007448|510|84821099|13|ES|N||2025-10-17 13:31:06|
3992|5006993|510|73181606|14|ES|N||2025-10-02 16:34:05|
3992|5006413|510|84099199|23|UM|O||2025-10-10 17:38:02|
3992|5007116|510|90292006|31|EN|X|NOM-050-SCFI-2004|2025-10-10 16:21:02|
3992|5006675|510|84213199|24|PS|XVb||2025-10-10 16:27:02|
3992|5007338|510|73181599|8|UM|O||2025-10-13 18:32:00|
3992|5007136|510|85365099|23|EN|X|NOM-024-SCFI-2013|2025-10-02 15:12:02|
3992|5007464|510|85364199|32|UM|O||2025-10-21 16:17:03|
3992|5007117|510|39269099|33|EN|U|NOM-002-CONAGUA-2021|2025-10-10 16:21:02|
3992|5007006|510|85176217|27|EN|U|NOM-019-SCFI-1998|2025-10-09 15:58:03|
3992|5007285|510|85443099|21|ES|N||2025-10-13 10:37:01|
3992|5007403|510|85071099|15|UM|O||2025-10-16 19:48:07|
3992|5007403|510|90292006|28|EN|X|NOM-050-SCFI-2004|2025-10-16 19:48:07|
3992|5006626|510|90318099|39|ES|N||2025-10-10 17:49:04|
3992|5006413|510|73181599|15|EN|X|NOM-050-SCFI-2004|2025-10-10 17:38:02|
3992|5006626|510|85365099|32|ES|N||2025-10-10 17:49:04|
3992|5007720|510|85364199|22|ES|N||2025-10-21 16:18:07|
3992|5007120|510|85123099|21|EN|X|NOM-024-SCFI-2013|2025-10-02 16:04:03|
3992|5007284|510|73181599|11|UM|O||2025-10-10 18:39:01|
3992|5007205|510|90292006|29|EN|U|NOM-024-SCFI-2013|2025-10-10 16:23:02|
3992|5007706|510|70091099|8|EN|U|NOM-024-SCFI-2013|2025-10-21 16:17:01|
3992|5007291|510|85176217|38|EN|U|NOM-196-SCFI-2016|2025-10-10 17:49:02|
3992|5006868|510|85123099|26|UM|O||2025-10-02 17:09:04|
3992|5007716|510|85071099|15|EN|X|NOM-024-SCFI-2013|2025-10-21 16:18:06|
3992|5006872|510|73181599|9|UM|O||2025-10-10 17:49:05|
3992|5007290|510|85364199|39|UM|O||2025-10-10 17:49:01|
3992|5007202|510|39239099|1|UM|O||2025-10-13 11:11:01|
3992|5007395|510|49089099|4|UM|O||2025-10-16 19:48:04|
3992|5007267|510|85364199|27|EN|X|NOM-024-SCFI-2013|2025-10-15 15:33:03|
3992|5006625|510|84818099|20|ES|N||2025-10-10 17:49:03|
3992|5007206|510|84099199|16|ES|N||2025-10-09 18:14:00|
3992|5006872|510|84073299|15|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:05|
3992|5007700|510|85365099|29|UM|O||2025-10-21 15:50:01|
3992|5007141|510|85071099|15|ES|N||2025-10-02 15:12:04|
3992|5007223|510|90318099|18|UM|O||2025-10-10 16:47:01|
3992|5007472|510|85443099|18|ES|N||2025-10-21 16:17:06|
3992|5007710|510|85118001|26|UM|O||2025-10-21 16:18:02|
3992|5007280|510|73181599|6|UM|O||2025-10-10 18:07:01|
3992|5006992|510|39191001|2|EN|X|NOM-050-SCFI-2004|2025-10-02 16:34:05|
3992|5007702|510|85044017|20|ES|N||2025-10-21 16:00:05|
3992|5007114|510|84213199|12|PS|XVb||2025-10-10 16:21:04|
3992|5006664|510|84821099|25|EN|X|NOM-050-SCFI-2004|2025-10-10 16:27:03|
3992|5007191|510|85443099|30|UM|O||2025-10-10 17:02:01|
3992|5007216|510|84818099|16|PS|XVb||2025-10-16 19:47:02|
3992|5007368|510|83012002|11|ES|N||2025-10-16 19:47:07|
3992|5007191|510|85122001|24|EN|X|NOM-024-SCFI-2013|2025-10-10 17:02:01|
3992|5007176|510|85443099|17|EN|E|NOM-024-SCFI-2013|2025-10-09 13:34:03|
3992|5006942|510|84821099|21|ES|N||2025-10-10 17:49:04|
3992|5007474|510|85365099|20|UM|O||2025-10-21 16:18:08|
3992|5007022|510|40169304|3|ES|N||2025-10-02 17:09:03|
3992|5006414|510|83012002|20|ES|N||2025-10-10 17:38:03|
3992|5007704|510|84099199|18|EN|E|NOM-050-SCFI-2004|2025-10-21 16:17:00|
3992|5007704|510|85071099|24|PS|XVb||2025-10-21 16:17:00|
3992|5007112|510|85071099|18|EN|X|NOM-024-SCFI-2013|2025-10-10 16:21:03|
3992|5007161|510|85123099|21|UM|O||2025-10-02 16:12:03|
3992|5007474|510|39269099|1|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:08|
3992|5006943|510|73181599|11|EC|1||2025-10-10 17:49:05|
3992|5007299|510|39269099|1|XP|S1|U|2025-10-10 19:21:01|
3992|5006872|510|73181606|10|ES|N||2025-10-10 17:49:05|
3992|5007389|510|85122001|15|UM|O||2025-10-16 20:20:01|
3992|5007408|510|84831008|14|UM|O||2025-10-16 19:48:06|
3992|5007295|510|39191001|3|UM|O||2025-10-13 10:37:01|
3992|5007280|510|85071099|10|EN|X|NOM-024-SCFI-2013|2025-10-10 18:07:01|
3992|5007117|510|85122099|22|EN|X|NOM-024-SCFI-2013|2025-10-10 16:21:02|
3992|5007720|510|39269099|2|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:07|
3992|5007020|510|84073299|15|EN|X|NOM-050-SCFI-2004|2025-10-02 17:09:02|
3992|5007223|510|85365099|13|EN|U|NOM-003-SCFI-2014|2025-10-10 16:47:01|
3992|5006997|510|85443099|29|UM|O||2025-10-22 15:24:01|
3992|5007701|510|90318099|35|XP|D1|U|2025-10-21 15:50:01|
3992|5006625|510|40114001|4|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:03|
3992|5007152|510|39269099|3|EN|U|NOM-002-CONAGUA-2021|2025-10-02 15:10:01|
3992|5007473|510|85176217|17|EN|U|NOM-196-SCFI-2016|2025-10-21 16:18:08|
3992|5006664|510|85113005|30|EN|E|NOM-024-SCFI-2013|2025-10-10 16:27:03|
3992|5007175|510|85176217|16|UM|O||2025-10-09 13:34:02|
3992|5007290|510|40114001|6|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:01|
3992|5006749|510|85122001|24|UM|O||2025-10-16 15:07:02|
3992|5007423|510|85123099|23|EN|X|NOM-024-SCFI-2013|2025-10-16 18:31:05|
3992|5007295|510|85364199|32|EN|X|NOM-024-SCFI-2013|2025-10-13 10:37:01|
3992|5007190|510|85122099|25|ES|N||2025-10-10 17:02:00|
3992|5006625|510|73181599|12|UM|O||2025-10-10 17:49:03|
3992|5007474|510|84099199|8|ES|N||2025-10-21 16:18:08|
3992|5006994|510|85044099|23|EN|U|NOM-001-SCFI-2018|2025-10-02 16:34:05|
3992|5007205|510|85364199|22|EN|X|NOM-024-SCFI-2013|2025-10-10 16:23:02|
3992|5007722|510|85122099|19|ES|N||2025-10-21 17:04:02|
3992|5007346|510|85443099|19|ES|N||2025-10-17 12:02:01|
3992|5007289|510|49089099|12|EN|X|NOM-050-SCFI-2004|2025-10-10 17:49:01|
3992|5007021|510|85443099|30|UM|O||2025-10-02 17:09:02|
3992|5007682|510|73181599|9|EN|X|NOM-050-SCFI-2004|2025-10-21 16:19:02|
3992|5006664|510|84099199|22|ES|N||2025-10-10 16:27:03|
3992|5007190|510|84213199|17|PS|XVb||2025-10-10 17:02:00|
3992|5007289|510|85365099|40|UM|O||2025-10-10 17:49:01|
3992|5007408|510|83012002|9|EN|U|NOM-050-SCFI-2004|2025-10-16 19:48:06|
3992|5007403|510|49089099|4|UM|O||2025-10-16 19:48:07|
3992|5006673|510|85365099|37|ES|N||2025-10-10 16:27:02|
3992|5007174|510|73181599|6|ES|N||2025-10-09 13:34:02|
3992|5006942|510|39269099|2|XP|S1|U|2025-10-10 17:49:04|
3992|5007473|510|70091099|4|UM|O||2025-10-21 16:18:08|
3992|5007021|510|85176217|27|EN|U|NOM-221-SCFI-2017|2025-10-02 17:09:02|
3992|5007279|510|85365099|27|EN|X|NOM-024-SCFI-2013|2025-10-10 17:58:01|
3992|5007446|510|83012002|9|ES|N||2025-10-17 13:31:06|
3992|5007712|510|39269099|2|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:04|
3992|5007292|510|70091099|15|UM|O||2025-10-10 17:49:02|
3992|5006987|510|85071099|24|UM|O||2025-10-02 16:34:02|
3992|5007711|510|84073299|10|EN|X|NOM-050-SCFI-2004|2025-10-21 16:18:03|
3992|5006675|510|73181606|16|UM|O||2025-10-10 16:27:02|
3992|5007190|510|82060001|13|EN|X|NOM-050-SCFI-2004|2025-10-10 17:02:00|
3992|5007205|510|85176217|21|UM|O||2025-10-10 16:23:02|
3992|5007262|510|84831008|22|EN|X|NOM-050-SCFI-2004|2025-10-16 19:47:05|
3992|5007272|510|49089099|5|UM|O||2025-10-15 15:34:00|
3992|5006675|510|39269099|4|XP|S3|U|2025-10-10 16:27:02|
3992|5007011|510|73181599|10|EN|X|NOM-050-SCFI-2004|2025-10-09 15:58:03|
3992|5007207|510|85071099|14|EN|X|NOM-024-SCFI-2013|2025-10-10 16:23:02|
